entity,P2963
Q1200066,165168
Q1442249,620946
Q1679055,111153
Q1747574,338044
Q1698745,164567
Q1740716,63189
Q1929962,211036
Q1886587,200052
Q2125041,132761
Q2599497,971719
Q2647199,44630
Q2714693,78739
Q3431609,63220
Q2895310,127669
Q3128116,6453782
Q3132473,913464
Q3192364,4986468
Q3179751,1222334
Q3250688,549015
Q3263195,5363882
Q3264849,548405
Q3295797,509570
Q3292793,1569844
Q3608189,4594318
Q3609559,6470970
Q3609657,2566978
Q3655166,2622364
Q3667502,2035573
Q3702525,2973874
Q3702567,355969
Q3696295,2303768
Q3732189,1582564
Q3749436,5390959
Q3763379,4478713
Q3847816,4961675
Q4356591,183005
Q4389768,578581
Q4767810,862383
Q5181522,180764
Q5108453,72853
Q5113173,208090
Q5130038,750752
Q5297525,127492
Q5298302,226584
Q5858226,382808
Q5958382,1551421
Q5981639,1018813
Q6686645,157280
Q6759997,127599
Q7960776,330198
Q8013536,64221
Q11728951,457310
Q16213564,190905
Q16243700,122314
Q17709487,425859
Q20732317,1063732
Q61710065,1384338
Q66744317,136952
Q20650,1013860
Q61411,200607
Q84707567,581391
Q98514967,140576
Q100320544,1327159
Q110662388,885642
Q112815096,70217
Q120874124,577280
Q107752,143163
Q106598,257395
Q77462,1094754
Q77809,978284
Q163953,53028
Q65774,596945
Q94604,1159080
Q89058,1051456
Q99063,644204
Q180099,61107
Q237106,249543
Q238378,29655
Q210059,1221698
Q316431,1023510
Q316884,338876
Q240933,129036
Q288477,243305
Q312995,34429
Q332956,455111
Q329026,362020
Q430922,135959
Q382141,1626115
Q545223,662506
Q563672,210456
Q560286,74861
Q665768,58971
Q642451,289339
Q717021,86888
Q786526,1064072
Q953288,2844917
Q952749,238333
Q1050798,259157
Q1170560,194963
Q1237018,383529
Q1374400,214742
Q1610305,229966
Q1735899,89817
Q2403438,395538
Q2852399,2738639
Q2947300,682753
Q2966014,320885
Q3091240,141916
Q3175156,1143391
Q3498684,267677
Q3494124,212290
Q3592762,682635
Q4115175,684492
Q4116838,192732
Q4462875,4815585
Q4532816,3020656
Q4685389,1445909
Q4695887,1479015
Q4721550,341920
Q4725711,1422064
Q4818346,343103
Q4802711,202830
Q4889407,399750
Q4938839,314966
Q4941760,107674
Q4948262,4350497
Q4971766,1144852
Q4972443,5338828
Q4974651,4096686
Q4989677,1379928
Q5081062,280261
Q5107108,201228
Q5132757,1290916
Q5200107,130166
Q5359012,2185489
Q5480462,357022
Q5927977,426028
Q5893567,1050546
Q5909132,155296
Q6176145,141037
Q6794770,1435592
Q7143583,144150
Q7153036,159637
Q7186659,73790
Q16014166,490699
Q16213782,9007246
Q20740852,956173
Q20855863,5227440
Q23061899,1115361
Q30090133,838962
Q46999408,477544
Q47125966,1297899
Q56855503,482441
Q47900,248740
Q8768,203714
Q85859708,164375
Q92314575,97020
Q96073541,273964
Q96963569,4077756
Q98924211,330025
Q109550071,37568
Q112429988,476778
Q113296872,213799
Q123177829,338891
Q123177751,2568464
Q123925117,551541
Q6558512,135047
Q6838824,164060
Q7812556,69987
Q8774862,434662
Q11779154,8137357
Q13563186,137386
Q15054676,71919
Q15459045,350327
Q19664370,53298
Q20449331,4155432
Q26971990,307782
Q64667124,96376
Q66362734,133214
Q71707231,554595
Q90827062,825602
Q105417409,61164
Q112814181,235133
Q113152611,226555
Q3219592,23861
Q5531537,68959
Q16199490,277173
Q16646163,7093031
Q19881615,667421
Q20185592,586811
Q47110530,186969
Q47116326,62444
Q48471277,7579036
Q52605457,1023894
Q63738636,678272
Q87645867,308223
Q108857831,1093663
Q110932997,95716
Q118436270,1095836
Q348772,13778
Q68125,210327
Q76950,611563
Q77468,292328
Q91632,151328
Q96912,209633
Q124437,250110
Q360155,102464
Q514546,108424
Q536979,393882
Q538962,1100404
Q543817,1090007
Q809047,577040
Q1059597,313093
Q1078042,1264560
Q1312287,197842
Q1398697,143575
Q1904390,986768
Q1998010,943552
Q2373054,195381
Q3159980,250086
Q2957931,420756
Q3037229,1202227
Q3086431,335757
Q3116411,638250
Q3218695,119814
Q3484042,518505
Q3507331,626727
Q3632529,1716307
Q3841019,142116
Q4799632,239160
Q5105752,950785
Q5337339,767907
Q5364664,1935000
Q5372267,4916529
Q5418380,843712
Q5478598,844942
Q5499037,4062836
Q5518302,485810
Q5524939,96375
Q5528132,450206
Q5534705,155036
Q5616143,1448691
Q6152677,259805
Q7064427,362373
Q7306303,5775000
Q7398886,661331
Q7788663,1404101
Q7842289,55572
Q12052777,6983656
Q13126859,436424
Q14946823,97528
Q61296684,3911574
Q67004583,329723
Q66684917,298426
Q55704,1304195
Q49828,287960
Q51547,30949
Q108764276,38790
Q112481932,238637
Q112796926,1095994
Q122644,88581
Q352107,68286
Q6198770,16032
Q7363634,651100
Q11321329,68256
Q21063116,151783
Q108738784,639151
Q3262305,170441
Q3484637,70576
Q7821288,81016
Q66486092,989406
Q5203626,33939
Q5298347,117606
Q6178198,11630
Q6072684,794939
Q6276882,282885
Q6323034,756625
Q6501621,60929
Q6704954,73148
Q7492394,246733
Q7368387,415934
Q7804433,133838
Q7839361,50708
Q12688222,606876
Q15982089,126677
Q16230631,10487
Q15649631,517446
Q18535822,482335
Q18645790,210087
Q23670504,1038942
Q47026376,51027
Q47112390,76981
Q89189305,1339752
Q93433839,340913
Q104099750,264647
Q105237669,133684
Q112767858,58218
Q117311514,334002
Q129478,138849
Q2023638,84218
Q2111663,31095
Q5235567,11700
Q6286148,20597
Q6184482,54909
Q6238165,70906
Q7287957,19594
Q7609779,15018
Q15441672,141470
Q435032,21982
Q68872,145181
Q67970,401553
Q103922,287665
Q179801,107055
Q165274,107564
Q260167,1242003
Q310618,188932
Q380202,43719
Q438825,370082
Q462366,579496
Q526214,109354
Q726307,479779
Q975994,117570
Q1102566,867858
Q1596073,178677
Q1786698,201107
Q2079185,1004574
Q2402392,95840
Q2602192,747333
Q3568651,62659
Q3021833,7513889
Q3081439,898068
Q3085849,8087168
Q3094041,2481732
Q3098488,69469
Q3105245,1271845
Q3139396,2769931
Q3140840,236965
Q3147387,2070101
Q3155025,1790317
Q3142071,825258
Q3261403,240029
Q3312100,73004
Q3521662,67629
Q3351206,1024727
Q3369318,458102
Q3571605,96046
Q3567250,368964
Q4276189,242659
Q4235282,5772434
Q5146243,33227
Q4299894,281810
Q5361082,88301
Q5200091,51527
Q5693728,1147051
Q5568842,205996
Q5882187,95294
Q6171625,45464
Q6342929,154481
Q7301674,20965
Q6524866,119883
Q233207,26359
Q382692,85154
Q2367724,74046
Q3066599,73421
Q3130891,527090
Q2947652,219328
Q4768278,222439
Q5075480,45531
Q5300286,49513
Q6297286,49237
Q6759163,34859
Q7172939,201226
Q7272446,31642
Q7343897,44034
Q7421821,23496
Q10322797,186185
Q16025048,227832
Q20738047,171882
Q955088,144580
Q5234490,562028
Q9285452,745890
Q109663874,679989
Q5393236,117364
Q7668489,299556
Q76946,116627
Q77350,442386
Q102852,1327402
Q116469,184406
Q216290,126053
Q238331,55710
Q290581,169995
Q216608,71008
Q254478,766287
Q513510,391321
Q271226,307638
Q536161,90648
Q275908,238213
Q294918,223987
Q315677,205563
Q561142,253235
Q720199,47467
Q715195,171746
Q496850,239177
Q792130,1661715
Q581309,435152
Q739555,301850
Q1235443,504673
Q1301663,88922
Q1297644,503856
Q1383662,201383
Q1496611,66749
Q1554701,706086
Q1928341,28053
Q2081872,146145
Q2394979,140377
Q2470299,227429
Q3635656,473812
Q3814933,753097
Q3847748,7348661
Q3852530,6430774
Q3877423,588356
Q3881861,1090320
Q3886804,3491314
Q3893724,4269190
Q3932577,4457822
Q3937237,543929
Q3948152,4836803
Q4942369,372976
Q5522961,257752
Q6211918,306317
Q12954288,2101433
Q16738931,524126
Q21457627,268999
Q26702450,297111
Q28379697,940396
Q29054514,396413
Q54666921,538553
Q55237589,190224
Q63869638,98474
Q12571,298079
Q15953,204793
Q57281,479291
Q61408,248657
Q109967470,718808
Q110168669,253331
Q113009343,571327
Q113289428,846000
Q1000884,608784
Q1095977,150432
Q1157258,743297
Q1177096,122340
Q1236243,52292
Q1259349,364084
Q2262391,177691
Q3013156,86661
Q2110818,137554
Q2797978,754140
Q2728476,167274
Q2804827,446188
Q2843383,1377997
Q3666442,1010261
Q3876224,1709479
Q5216759,128299
Q4679447,210188
Q4960646,381096
Q5052587,322094
Q5527886,219661
Q5622041,445649
Q5819791,3104338
Q5834016,560350
Q6968669,380770
Q6809953,163127
Q6828039,352503
Q7306995,765935
Q8022626,410947
Q13127787,255492
Q17053955,4823205
Q18609241,183498
Q21543156,87346
Q24976686,86681
Q39167718,194604
Q48803448,269799
Q52156883,449667
Q56434925,259362
Q61359,1291756
Q64069,55814
Q98342774,4984613
Q112845007,422228
Q123467843,846088
Q124734298,229142
Q18201527,200221
Q47128953,508916
Q54612577,764351
Q55629033,744723
Q56599290,203697
Q58921013,1219895
Q62964281,452655
Q63246934,1040684
Q65550352,322876
Q60128,342295
Q79086070,396284
Q79090090,2033558
Q99522704,609014
Q107580707,502076
Q112481233,747424
Q112521950,1230138
Q112799423,776272
Q112767040,1685955
Q116265119,407786
Q123158957,226639
Q123583256,148128
Q125130500,259021
Q504381,69722
Q2074735,660841
Q4088306,1306003
Q7334457,616882
Q104211530,974038
Q106138504,1003044
Q74235,503758
Q1062830,150344
Q4700740,92333
Q4841207,21792370
Q4841207,21828342
Q4841207,7760890
Q4841207,9882023
Q5271470,138814
Q6306393,127473
Q7341270,193262
Q7453119,801199
Q47118423,441341
Q42122,446692
Q125165770,956004
Q285938,9934
Q69823,260174
Q67881,261987
Q188936,177344
Q221951,534242
Q222509,153703
Q215673,252868
Q203533,307054
Q278917,274817
Q256789,163027
Q317685,113561
Q322922,59700
Q368206,263356
Q449028,430857
Q469164,1019669
Q447519,172977
Q441146,72237
Q449797,114241
Q522797,246978
Q503483,155758
Q551757,238151
Q521729,338369
Q542873,493126
Q666468,572738
Q614296,1036747
Q694799,1093118
Q720749,104727
Q845573,55727
Q864193,586788
Q939525,260480
Q951922,255080
Q1030176,374434
Q1237699,408714
Q1435905,255166
Q1379383,903251
Q1532752,86872
Q2346461,300162
Q3002021,63607
Q3141517,376110
Q3183753,131877
Q3629977,275398
Q3832360,613946
Q4405992,1315463
Q4750583,941559
Q4685462,669021
Q5087045,306941
Q5606168,666658
Q5593203,149733
Q6078119,9856298
Q6204350,2355684
Q6277643,18924829
Q6291208,6393769
Q6305017,4678151
Q6308314,3026523
Q6377016,158834
Q6498619,116504
Q6498674,340723
Q6573652,8445270
Q6761576,1588088
Q6767455,20614623
Q6768895,7213367
Q6788686,3359457
Q6809955,2740289
Q6853899,2269117
Q6990005,406290
Q7026784,3164188
Q7082077,3426131
Q7082627,5060152
Q7172627,275418
Q7793653,1917321
Q15065797,191727
Q16326195,616461
Q16299376,234435
Q16977521,2158815
Q17625825,752515
Q20450338,5263486
Q24470565,2849130
Q28222981,250575
Q28542217,512518
Q45904805,1090816
Q47118023,175661
Q54297790,3117993
Q54557559,5624097
Q56224449,184679
Q56697326,808131
Q64627275,422189
Q7243,128382
Q2022,76241
Q926,225399
Q76422,85920
Q118058,800026
Q259653,66622
Q260414,494598
Q85261,1001336
Q316381,412155
Q97372,775949
Q108014,728071
Q121087,1447844
Q186795,424561
Q455625,1113419
Q472065,1275296
Q457316,393799
Q526242,144909
Q464251,1332085
Q447073,234185
Q650332,308775
Q664673,426034
Q717071,500076
Q699619,1835709
Q526008,238222
Q723761,654434
Q566258,749968
Q559862,354559
Q962061,344352
Q1065901,113892
Q1090715,1173215
Q1342123,79989
Q1178794,330135
Q1354646,378628
Q1841327,748489
Q2495157,569165
Q2963436,397807
Q3035258,236373
Q3082368,814782
Q3479554,84624
Q3356168,1247750
Q3369679,759992
Q3576975,828993
Q4355090,1157892
Q4755130,647438
Q4679711,88617
Q5051781,641536
Q5386554,296660
Q5423971,175659
Q5228236,407199
Q6282826,369008
Q6214313,362453
Q6235255,1531347
Q6776315,241103
Q7027963,255466
Q7388709,832148
Q9098768,1100238
Q11523472,8816506
Q11658371,15236323
Q11685653,4536964
Q11694888,16526039
Q11852627,4567187
Q11864534,4848200
Q11865571,4676032
Q11892386,1014324
Q11967768,5177774
Q12048878,1101125
Q12056005,4473771
Q12064924,1040094
Q13128666,1305851
Q13736803,1373517
Q14632991,104947
Q16196158,50424
Q16070037,2890591
Q63373526,7268060
Q87740711,580394
Q93387160,51049
Q98043163,416509
Q112419449,321506
Q117467622,1239888
Q123666552,149559
Q124732399,412370
Q47111825,197977
Q105394746,920751
Q429590,14151
Q329289,101338
Q1367995,10746
Q1280278,2499834
Q2264505,284543
Q2497863,30682
Q3105953,827517
Q3277719,246330
Q3292712,63135
Q3340315,774465
Q3893595,769560
Q4020164,3852028
Q4330077,118189
Q5257670,173610
Q5735219,2298459
Q4708173,346334
Q4720749,263452
Q5241269,225033
Q5246313,330649
Q5285763,1060522
Q5294439,20216690
Q5307386,17496750
Q5322018,866053
Q5478976,232942
Q6176320,163130
Q6236036,157772
Q6438255,4384611
Q6551364,320165
Q7781856,101776
Q7787110,416768
Q7965749,155539
Q13126947,1802781
Q15460326,25725
Q16989624,630054
Q18535718,258045
Q20497443,475880
Q22006391,3918488
Q23784804,2284028
Q27031813,113000
Q33106658,2868745
Q37152249,687030
Q47109038,493280
Q47126701,295815
Q51132108,293018
Q54805499,1041565
Q56451986,4608327
Q77396458,617382
Q84101212,75280
Q105942752,4814400
Q117356123,285380
Q88492,774813
Q126498,8306700
Q262327,984546
Q273035,233009
Q287701,74983
Q325694,248119
Q346331,316989
Q383177,174816
Q534421,162662
Q537924,217192
Q642127,2020214
Q720669,234088
Q843541,92157
Q981489,77863
Q1348862,59669
Q1386265,195400
Q1532656,47072
Q2354910,101970
Q3610016,5829154
Q3961144,4708065
Q4007761,9020300
Q4119552,2774398
Q4147113,6449545
Q4167538,10895132
Q4764103,584064
Q5247987,182089
Q5495592,240747
Q5701779,321769
Q6136797,1008893
Q6896590,116613
Q7181811,79993
Q7302930,1224165
Q7349829,182563
Q13570460,117361
Q16105005,1047191
Q38318435,146975
Q47083874,208321
Q56599632,205366
Q56753974,165307
Q34943,245826
Q16601926,1001777
Q19824848,1281456
Q20449494,1001775
Q20466913,1325460
Q22132969,131288
Q35353722,611103
Q50355880,774591
Q55946620,1414155
Q56537629,130948
Q56722196,5074669
Q57306581,791393
Q59627877,487931
Q61160129,476275
Q64070601,1849554
Q25163,545764
Q24261,99538
Q29418,86801
Q927,44694
Q28658,567339
Q79089358,141617
Q79458534,5239278
Q79650205,250916
Q85980581,549579
Q97320531,993637
Q100234551,7438890
Q108774958,452887
Q115122977,77366
Q115180126,236462
Q117379830,4811651
Q102974,222779
Q135645,313792
Q141114,88655
Q207640,66700
Q207416,106196
Q95459,957816
Q72070,587471
Q84153,98210
Q315773,260713
Q242351,381478
Q331798,305752
Q293141,1330292
Q323488,83004
Q428150,354300
Q441389,140587
Q604061,1352479
Q442801,1916094
Q470557,194042
Q547926,127216
Q513120,252869
Q706891,1026955
Q750036,327983
Q720561,79216
Q723621,311102
Q827708,116994
Q982717,628437
Q1096716,143230
Q1150712,1748968
Q1159183,150558
Q1280631,187968
Q1414713,106390
Q1315471,340970
Q1364442,236918
Q1529912,95862
Q1548867,623261
Q1684073,185161
Q1871950,382326
Q1680792,223959
Q2270271,145092
Q2426431,74899
Q2474670,223578
Q2833027,577975
Q3068527,14496857
Q2962097,290791
Q3106905,1633894
Q3328083,3249301
Q3378041,264403
Q3942305,300223
Q4749165,2373996
Q4749460,398980
Q5186286,1021121
Q5092780,155717
Q5219891,1939643
Q5564935,32872
Q6076742,1302285
Q6097059,4724180
Q6106037,598928
Q6107188,408472
Q6125032,233537
Q6129455,3868999
Q6139245,2933250
Q6176322,395323
Q6204869,176326
Q6209280,466652
Q6255842,20000060
Q6270863,2798368
Q6551560,398797
Q6779120,484483
Q7146653,770496
Q7149913,6997957
Q7151139,4480286
Q313852,42391
Q203243,30080
Q447507,446402
Q332689,40737
Q362531,424265
Q1788811,8252
Q2679036,159630
Q4095047,33893
Q4470071,142010
Q5762577,83122
Q7344933,43771
Q8008898,48897
Q15839751,155857
Q16728627,17293
Q18535801,631542
Q22136990,251685
Q23816377,94943
Q47119438,53462
Q47112629,436163
Q66905304,1312067
Q95889071,225273
Q96441,655104
Q112772,695285
Q186709,107958
Q188039,256072
Q232052,960904
Q258067,228898
Q291924,481497
Q275392,157819
Q326207,333308
Q357510,228246
Q72800,1606754
Q441247,744566
Q471209,745470
Q504677,983409
Q493118,1425903
Q542763,1417512
Q551377,110688
Q686437,695505
Q722733,555961
Q741988,1016992
Q1012900,5051196
Q1130103,398028
Q1161444,748182
Q1579011,235662
Q1582210,235487
Q1681907,603658
Q1688717,72882
Q1926717,1028580
Q1985547,495679
Q2055329,493792
Q2190662,413401
Q2341186,4190825
Q2724041,657841
Q2851009,857783
Q2978442,985564
Q3085154,208824
Q3110937,614124
Q3170789,758629
Q3154828,1127379
Q3187209,1009459
Q3299931,1045412
Q3288441,1420089
Q3296239,241236
Q3369106,474434
Q3394229,496273
Q3564272,1692754
Q3591293,346942
Q3646655,1183814
Q3723401,270543
Q3928916,214201
Q3981527,191380
Q4069002,595911
Q4349527,1087521
Q4765939,232324
Q5314279,763445
Q5671374,198844
Q5791238,380593
Q6153475,189239
Q6233855,346925
Q6243903,1136391
Q6780552,74262
Q7307635,884593
Q7303625,717390
Q7704287,229697
Q10307906,219678
Q12534576,137590
Q12699235,1008155
Q13129288,485253
Q15942343,133438
Q15982609,717996
Q16661270,128711
Q16989940,989236
Q18535558,2779582
Q18636905,7351401
Q22087892,197852
Q27031853,6616089
Q27140513,609550
Q32163832,1284792
Q47123661,587804
Q7174727,1172523
Q7238148,6534227
Q7344270,91124
Q7371911,5626517
Q7437232,14060073
Q7451991,2772735
Q8013496,1007714
Q17417773,842111
Q21612711,4103334
Q21857970,4548593
Q32027536,7203203
Q52156808,208355
Q60020646,127251
Q61102986,185796
Q64007960,304344
Q2263,416300
Q43936,85818
Q78078635,266487
Q83956004,708159
Q100281476,136831
Q106799807,255099
Q108914793,3117166
Q110765132,885279
Q113328128,7269054
Q113977005,178501
Q117311872,453831
Q292992,4939125
Q84352,481508
Q121140,612197
Q349109,412908
Q180680,331350
Q446634,232368
Q451947,748424
Q437771,184683
Q254032,296560
Q516806,1155700
Q523816,208043
Q537645,837465
Q517682,134740
Q547086,1852913
Q527073,485981
Q313182,71181
Q343477,567504
Q373150,801366
Q449686,353610
Q448509,967449
Q472575,1550208
Q484292,209681
Q531128,156719
Q513640,781365
Q570407,139454
Q648210,230797
Q926941,252728
Q723604,535277
Q1383120,758990
Q1137125,1066766
Q1563964,197583
Q2079095,4110912
Q2422962,239206
Q2455700,120452
Q2899769,1817749
Q2729382,315003
Q3014616,424252
Q3167114,439418
Q3309352,533158
Q3386376,134627
Q4355829,432899
Q4886439,255605
Q4957788,750882
Q4954295,83276
Q5390753,1072791
Q5752813,377298
Q5525472,1649043
Q5859607,1042960
Q5929805,740196
Q6261232,4043821
Q6737166,253257
Q6969824,250683
Q7463232,764172
Q7347254,763875
Q9059648,933436
Q9369692,2893179
Q10854000,167928
Q11043498,5174817
Q11142838,18447362
Q11235940,14168814
Q12208041,548542
Q12685970,807049
Q13131449,1414053
Q14948628,256595
Q16193270,172684
Q16064415,483874
Q19726072,715099
Q21104171,957175
Q25189970,136881
Q27140454,263093
Q33178422,1122624
Q47125636,746344
Q47124103,521220
Q47126297,186135
Q113028110,211520
Q91428,239217
Q124576,671259
Q314474,560072
Q505702,271685
Q457722,381191
Q468156,66979
Q934682,144706
Q1158494,189882
Q1367996,143699
Q1577009,134330
Q1752975,1599723
Q2174142,755114
Q2700188,381268
Q2857140,3093765
Q2940239,1026791
Q2965222,3266067
Q3034976,344560
Q3100445,77415
Q3173207,510687
Q3659173,1225082
Q3992785,817561
Q5112865,849560
Q5363595,101103
Q6141341,198363
Q8019870,14351906
Q8059082,2957427
Q8962193,124319
Q9025430,710761
Q9140495,3248253
Q9168086,892716
Q9335166,1470597
Q15055878,289736
Q47111668,240668
Q56704171,2980165
Q56877056,153738
Q64616768,358849
Q79086150,1428293
Q97130265,512552
Q104814119,485532
Q111974905,175337
Q117229718,536028
Q117321939,380179
Q123375721,834489
Q719973,13189
Q179059,807271
Q2037254,115105
Q2927188,264213
Q66421245,987632
Q66913150,684618
Q79086490,826895
Q101007222,7112458
Q100906192,1106117
Q102423557,5862412
Q103135686,1296861
Q111739104,458966
Q113455747,397793
Q116256997,243053
Q117322081,344087
Q281728,2630
Q955912,54584
Q84011,55940
Q166721,189324
Q231391,348067
Q235361,243269
Q262490,1067879
Q270268,525136
Q354534,145364
Q1361479,424322
Q465356,374504
Q465700,58851
Q765747,185233
Q807651,477896
Q912348,167606
Q1925643,1808566
Q2458637,298027
Q3052845,1495791
Q3082769,35380
Q3106338,296074
Q3158118,1198305
Q3402307,198935
Q3622628,4635337
Q3507120,2572383
Q3876490,745480
Q4755326,522266
Q4758149,1644732
Q4762544,4597798
Q4801368,1019909
Q4805298,761595
Q4858829,191976
Q4898907,576782
Q4908536,508808
Q4911143,13560051
Q4919913,8040761
Q4749053,126743
Q5108558,163506
Q5231772,266848
Q5543218,250132
Q5947384,6263691
Q6093684,159553
Q7406445,24508
Q6786680,184070
Q6698438,243327
Q6790720,1292475
Q6755914,3082059
Q6834825,243626
Q7387235,1008119
Q7612985,279539
Q7614975,435777
Q7529403,5890116
Q7926138,138476
Q7945709,1533165
Q11779299,6437503
Q18669686,256798
Q20533971,6636714
Q47117905,68404
Q57695028,635105
Q62118813,201641
Q66459160,117221
Q100442162,5200480
Q107337587,1396031
Q111022582,495677
Q111100060,254287
Q123159142,1317691
Q529399,23157
Q716786,5527
Q749498,16246
Q70989,84402
Q104022,728894
Q271791,207146
Q292268,150588
Q271314,1150911
Q425373,147624
Q464318,211702
Q501930,1371804
Q563544,585009
Q774860,93970
Q953410,89108
Q986354,245326
Q3484299,103168
Q4790759,4821983
Q6508200,56334
Q6178396,41209
Q6323593,321344
Q6233071,210405
Q6831207,129866
Q7782015,154767
Q20090220,441862
Q66603501,177027
Q4731,136085
Q108161076,67561
Q69799,203742
Q286019,78409
Q539020,55082
Q117455,391452
Q367729,282076
Q442626,224518
Q454388,361715
Q457497,210741
Q528927,956849
Q1029497,108173
Q1352648,702288
Q1637205,448626
Q1756267,479169
Q3159671,1487278
Q4466340,16023
Q2693093,820781
Q2905190,550967
Q5221478,19027
Q3479257,826025
Q4979183,940414
Q6437754,85545
Q5173002,573936
Q5248308,147246
Q7454423,376216
Q6174890,223885
Q6357011,4369922
Q6551362,194799
Q9769261,415552
Q11916487,678183
Q16107217,77977
Q15225808,276295
Q15514636,137561
Q16196745,4015844
Q16525062,3098330
Q16526260,7126159
Q16526605,4460928
Q16633349,320463
Q16672553,8138598
Q16707910,1307728
Q16857612,410570
Q16906764,17644838
Q16937936,8087051
Q17154419,610835
Q19358064,747657
Q22082533,2544986
Q65146124,133356
Q11509,448018
Q63773,630103
Q5738,1111481
Q1994684,1297108
Q2061062,720861
Q3250173,1673111
Q4111021,193481
Q3184124,1376301
Q3270582,256069
Q3379756,827738
Q4953925,33749
Q3499028,1154003
Q3656457,1290482
Q5444600,68308
Q4338029,989067
Q4731401,546834
Q6377255,122511
Q4943630,5815643
Q5082576,1641284
Q6761132,144323
Q5992110,1117598
Q6333232,1046844
Q8003095,39852
Q8002745,41586
Q6793496,728165
Q6848314,190908
Q7302896,779251
Q7381593,306641
Q7444243,4146707
Q13471647,74526
Q16106830,1106123
Q19758109,1109660
Q20452449,1433303
Q38907867,1194613
Q55984555,126062
Q56314924,989448
Q56380732,1536532
Q59529751,1576799
Q65157644,1581234
Q107311982,291226
Q108278254,129902
Q109544706,179703
Q109277305,507782
Q117349943,344089
Q116692236,7372151
Q121263192,151931
Q123158051,1136574
Q97498040,16389505
Q98735973,479316
Q101417598,443092
Q108683961,20660
Q112257273,34091
Q87278,542916
Q86635,412205
Q82778,302386
Q98434,1104729
Q124880,389630
Q108326,282244
Q201433,224694
Q268680,956690
Q530130,365388
Q705753,781308
Q710952,309676
Q1099987,3103817
Q1243319,268199
Q1254398,594898
Q1235215,581537
Q1416808,596076
Q1333741,3138909
Q1344032,1010847
Q2196794,279694
Q2348472,516126
Q2161185,395604
Q3047544,1148154
Q3401615,589911
Q3617763,1959755
Q3870101,278540
Q4014532,4707438
Q4685424,468218
Q4685721,923035
Q4897655,703875
Q5231788,3136582
Q5488912,251279
Q5693939,2750030
Q5881220,216803
Q6450231,818057
Q6504527,166393
Q7285302,58852
Q7314836,5357894
Q7328599,580505
Q7382906,1113770
Q7492831,3960325
Q11767819,2746111
Q12215020,21064691
Q12218488,2929483
Q12223018,13689901
Q12227863,2799053
Q12260494,5061011
Q12319684,3424106
Q12324932,17238100
Q12384296,5444192
Q12385322,2095115
Q12402931,4591827
Q12612139,15046220
Q12612139,7075008
Q12635211,6554073
Q12640342,3270451
Q12655365,4129562
Q12709142,866993
Q12712406,2820483
Q12771061,7012041
Q12773506,1238081
Q16558977,5388071
Q18923262,254806
Q21016879,5784125
Q28105192,6446894
Q54805284,127496
Q55720750,581670
Q55806834,504355
Q59757058,3958757
Q60525610,1991369
Q64523326,249101
Q66488853,279603
Q79088513,538264
Q79835947,1978819
Q82155678,580168
Q94111783,326779
Q100146728,395659
Q100257983,2889382
Q104531890,358439
Q105028840,7569419
Q110964669,1233013
Q115693082,133142
Q117311990,355699
Q299347,773562
Q323362,814943
Q510621,1361291
Q525347,517477
Q551749,236037
Q605532,726561
Q716255,221112
Q918460,764007
Q964454,429891
Q1161170,429792
Q1352305,480830
Q1366988,946698
Q1928178,727028
Q55715342,964876
Q57340982,433676
Q58355118,712340
Q59533665,575829
Q61642648,154381
Q892,656983
Q1267,946904
Q59076,1270766
Q13021,758215
Q70129790,290071
Q82036653,798366
Q89042718,707291
Q95321260,957689
Q98124377,362339
Q99833054,6398164
Q105583778,6580610
Q107337652,3980840
Q108307728,308360
Q109510556,8328656
Q111395514,324673
Q112058061,2968756
Q112639977,1785711
Q116256923,712951
Q116734786,497245
Q121147553,6456345
Q122832649,378649
Q961221,118391
Q337276,405801
Q728558,425398
Q336698,718712
Q945929,247629
Q1985394,37608
Q2362476,88016
Q3435826,311176
Q5257678,146950
Q5310393,97136
Q4830797,4783638
Q9025708,2754075
Q19628623,96173
Q47116396,361624
Q44426,191489
Q106024869,1948634
Q720182,179427
Q1529607,15913
Q127332,1036615
Q79145,1866440
Q120155,3041048
Q202385,457554
Q134180,431149
Q124918,154924
Q263017,691400
Q178698,233593
Q289397,1101303
Q288184,2741059
Q304636,982805
Q305034,141657
Q379684,1782568
Q506449,214879
Q521361,1034813
Q433905,750883
Q518694,489673
Q520733,155733
Q640916,673775
Q2442559,61238
Q690477,153497
Q721766,992882
Q706794,119121
Q733151,282080
Q788830,199634
Q856006,314195
Q3376371,90802
Q4718352,228835
Q4757898,35691
Q5230500,310794
Q6153517,121072
Q6396756,207776
Q6803486,267162
Q7447592,1292434
Q7387360,25125
Q8020544,91749
Q9368985,13279
Q15838673,31970
Q47119616,140980
Q44328,154719
Q61585,1161855
Q59210,472843
Q85107099,184909
Q123154843,727350
Q77745,190837
Q78077,306012
Q215258,100476
Q422824,740985
Q455703,540628
Q288501,3376364
Q517716,5121555
Q580332,583597
Q430182,932179
Q732928,165648
Q975285,381175
Q932343,529551
Q1164478,592773
Q1530675,59713
Q1527893,92418
Q1703564,334677
Q1987959,270624
Q1851179,958375
Q2129159,1869638
Q2078424,731874
Q2151590,93666
Q2510685,66131
Q2491590,127860
Q2531366,873627
Q2619780,506592
Q2898595,249866
Q2898633,427194
Q3170801,245468
Q2965279,984073
