entity,P2963
Q112676185,1803882
Q112731836,20559869
Q116731621,908505
Q116838177,20211516
Q116770310,6237406
Q19371725,6580946
Q19361521,5324610
Q19661207,5599879
Q24025829,7314532
Q24035217,8077622
Q28532904,7391429
Q29559684,6860265
Q30302783,6979447
Q31763273,7382645
Q56241464,6998234
Q57660793,6893407
Q57830166,6870535
Q59041145,7364267
Q64734802,5269272
Q64779789,6889171
Q64825347,6995591
Q66013661,7446742
Q66311398,6651711
Q58198,5351049
Q72210504,19682798
Q72451749,8110364
Q79088616,5504607
Q85202128,6591571
Q105339610,7653182
Q107337461,6014117
Q108175007,7463031
Q108678410,5360228
Q111046667,7377295
Q111975773,6635688
Q114644595,5619249
Q114857203,5684102
Q117808820,5616123
Q117848382,6889666
Q121294666,6654189
Q121834265,5555229
Q15990388,453476
Q10993267,158886
Q12681989,5409667
Q12710166,5818749
Q12778372,5822413
Q15230348,363125
Q17326388,1576110
Q17417849,313944
Q18576008,1713036
Q18535597,1628644
Q20740917,5810161
Q21811399,1122178
Q21585662,1601130
Q24207120,5813320
Q25485348,1427428
Q27244515,5081840
Q27480388,2176487
Q26997674,1225802
Q27941480,15216837
Q38082917,2890206
Q47113105,1075016
Q47126680,740057
Q48821646,191318
Q56260679,2662858
Q56241459,849637
Q55688462,3496170
Q56519117,1226294
Q56531378,5333630
Q56619156,14191304
Q56640975,15459835
Q56850002,6580440
Q56599464,679905
Q57252200,8283213
Q57263303,15285653
Q57315021,8323893
Q6294,2778471
Q63528,2844616
Q39246,1429989
Q57380073,8154083
Q57587609,3073481
Q58477397,8331336
Q59533534,2040424
Q60205014,1155463
Q61732103,8881998
Q62515598,7219002
Q62566449,18706919
Q62572889,15146462
Q62604379,7692574
Q62620339,632053
Q62682304,5413295
Q67406244,1534530
Q79086996,239791
Q87764457,2939717
Q94403094,2442916
Q97763480,16090841
Q99393671,1052240
Q99413172,546353
Q100319679,198814
Q102048074,6154358
Q108410890,5785784
Q108566520,5601332
Q108743672,1143818
Q108487087,20144992
Q112424289,629343
Q110182110,6456743
Q109303405,267771
Q111103469,17403523
Q112115809,3272180
Q112768372,551942
Q114656709,378620
Q115921259,1651097
Q117313915,554140
Q118421702,14979119
Q118322287,17573868
Q122372196,554793
Q125521566,248470
Q217790,25159
Q934774,18521
Q5968748,812364
Q5389178,3140482
Q6548051,418368
Q19665594,250111
Q99904539,63917
Q123353227,852415
Q313359,5449010
Q454068,5584054
Q1048828,5447845
Q1385614,5543952
Q2061401,5534025
Q2910850,6587656
Q3165792,5618737
Q12168970,7371402
Q12327201,7373802
Q12402632,6915500
Q12399256,8106907
Q12714578,6588362
Q15052960,5603525
Q16196141,7306104
Q16499729,6928121
Q17507306,5642020
Q131332,5835157
Q138166,5552754
Q311697,641548
Q284769,5460776
Q288359,5877493
Q720749,16284479
Q1066587,8185168
Q1919619,384959
Q2888642,9795455
Q3090201,5570878
Q3201081,1294193
Q3706777,4683461
Q3702152,569953
Q4327543,1054628
Q4354395,1431785
Q5623555,1599731
Q5923694,6653980
Q6312529,8391143
Q6813399,3169311
Q6810650,1345768
Q7039822,7284116
Q11774253,2867306
Q11929901,7203193
Q20393045,4889621
Q20453787,5777484
Q20657191,5782416
Q23010261,16918337
Q24248260,1489977
Q24690604,4810094
Q27847759,16048897
Q27918347,5764923
Q29405318,4686495
Q48462142,17698418
Q48767355,7373796
Q55439785,5197539
Q59253398,4025594
Q60577834,7111486
Q61853955,2878975
Q66317897,4244653
Q12747,1518410
Q44706,272424
Q81742781,19481203
Q89381922,4358019
Q91151220,7931518
Q98455768,6466268
Q99519775,6567825
Q105549436,19212628
Q105751671,4309584
Q105720644,1894777
Q107265119,5765372
Q112462652,6510806
Q113523134,22673185
Q114244441,21107036
Q115213252,4866021
Q117304972,762192
Q118971957,22464881
Q120615615,6953499
Q122413543,5766134
Q124486303,21229855
Q817411,986429
Q1717825,5595103
Q1745855,2768635
Q3105261,5220587
Q3399470,1152794
Q6440164,20355654
Q6417458,439282
Q6846719,9876972
Q8063976,996279
Q11182920,5571163
Q12712777,4566037
Q15291823,4128893
Q16981222,4671404
Q21089340,4384992
Q23060557,7015004
Q30121948,15108403
Q48801617,4671895
Q51884515,1936240
Q52274646,8603010
Q52457636,4243983
Q56206939,1137014
Q57209965,14053377
Q64827022,20459147
Q66686030,4658664
Q100151779,21228290
Q100324447,14381557
Q103863018,14320765
Q105616312,18265573
Q106314594,15897850
Q107302628,5331652
Q109465846,15198458
Q109591323,18905640
Q110854078,19025437
Q115564815,17206040
Q115566261,14717647
Q115787910,17249240
Q115921669,21276950
Q117811052,6535837
Q121472700,21706229
Q125102051,7866814
Q296042,124526
Q1797795,422237
Q15052991,553803
Q5239958,73789
Q117425,762707
Q96006,249848
Q128224,166058
Q310798,139599
Q366729,769130
Q1506997,604877
Q1686355,251474
Q1730299,913679
Q2149039,339289
Q3091817,426708
Q3660300,516313
Q6062570,734570
Q12373647,2946535
Q6761622,828450
Q7349717,7607974
Q7921946,398244
Q15435967,7537348
Q16091085,7692040
Q47110550,188939
Q47112496,412927
Q47455158,7423138
Q48811213,7382628
Q66829679,7704735
Q44540,630177
Q64474,929143
Q88791567,7564331
Q98798891,19685828
Q98804018,5772372
Q98915168,13809106
Q98964207,9773757
Q99669321,17555335
Q100361091,772189
Q100376417,18879918
Q100567073,15189070
Q100605492,14775975
Q100795176,5123945
Q100918250,8445768
Q100929577,525576
Q101023094,19560713
Q101094420,15190027
Q101482280,5343325
Q103179880,15231604
Q104038379,7058667
Q104156802,1217024
Q113494786,7482646
Q115179023,813527
Q117185389,223688
Q116874396,4597867
Q183248,694767
Q325890,26579915
Q140201,7010931
Q67111,7177380
Q106312,286508
Q150471,7267068
Q1281416,691530
Q1098900,7038085
Q526894,336049
Q717520,114266
Q1085081,994800
Q2025956,5536983
Q2218735,7033215
Q1793959,1442564
Q2336439,2334967
Q3014784,426695
Q3052385,2786093
Q3039682,1661116
Q4114325,2828239
Q3280806,6554270
Q3167490,18878409
Q3622875,1816590
Q3569200,5574291
Q4946098,5230231
Q5316660,4071652
Q5984641,7055342
Q5547637,5766883
Q5934568,1662945
Q6535236,460569
Q7390666,2837285
Q7852096,716790
Q7689845,4990350
Q7803389,497865
Q9060196,7057890
Q10312486,896300
Q11989963,6591417
Q12682855,6154117
Q12615751,20190210
Q12597626,7203234
Q14949307,7204032
Q16028266,7189553
Q17428399,4389526
Q16526172,7508105
Q17053955,31668072
Q16731066,1022129
Q19705832,2166329
Q20666631,5558389
Q20499870,2419708
Q24344131,1333478
Q23695705,1442714
Q47111936,324706
Q93229072,710079
Q92634116,537997
Q100916429,1105254
Q102248097,1155203
Q106574926,1305894
Q108920480,323963
Q104828527,487324
Q105502369,683741
Q115288484,243171
Q115188107,641763
Q115793122,550878
Q117360867,507702
Q117707258,5898355
Q120647648,562639
Q124294640,325278
Q124341658,495924
Q93252905,4940024
Q16732812,7158653
Q19359621,206570
Q19629001,18412036
Q84455,1265305
Q130031,1194201
Q204132,1218557
Q340550,618482
Q228852,2316952
Q334325,861593
Q271967,4820185
Q465373,780053
Q464947,1874580
Q376859,2768688
Q556875,1751057
Q384298,2940225
Q512349,3475320
Q523952,3510889
Q643702,970733
Q816568,607724
Q964117,1792210
Q934024,1641503
Q1059239,1896661
Q1151724,3286440
Q1416554,816456
Q1398433,952420
Q1528265,833521
Q1399625,2984268
Q1616812,851506
Q1672737,572016
Q1981238,2617526
Q2038095,2904306
Q2252591,3440254
Q2335794,3309902
Q2274592,4831399
Q2440358,3398098
Q2512032,1878796
Q2369083,2919065
Q2650391,705215
Q2939903,1398410
Q2947206,2837950
Q3167016,4237159
Q3287853,1753464
Q3125835,721427
Q3398295,1679880
Q3333439,2891665
Q3350392,3004083
Q3491187,4628732
Q3619293,4122964
Q3676179,2901602
Q3764229,4624797
Q3839304,4362617
Q3722959,4193752
Q3840490,4459898
Q3943873,1304269
Q3972785,1020905
Q3839255,4153037
Q3905289,3039426
Q4571952,4519898
Q4707806,990813
Q5230665,2620393
Q5645435,625942
Q6160129,921206
Q6272513,2103666
Q6293647,1338112
Q6435111,3365121
Q6755794,4603859
Q6791121,382650
Q6941081,2741199
Q7668277,1761809
Q10904101,1306573
Q11890787,1169863
Q12698902,1004885
Q13127750,2539317
Q13639575,4125713
Q15485069,2947554
Q15721003,4342215
Q16202911,3360355
Q16214581,2666569
Q16733408,3332842
Q16946779,693697
Q18535590,1393307
Q18608911,1312879
Q19788471,618629
Q18705131,628657
Q18761417,6311012
Q20456402,6435042
Q21096629,631834
Q36696944,6425110
Q47038489,3255131
Q47491726,6428323
Q54508083,287339
Q55222827,1632518
Q55465282,6442669
Q56167033,4023684
Q57339304,6872002
Q60840468,14945305
Q60852380,2927753
Q61479287,7201266
Q61710021,16067090
Q63645591,18363120
Q63745900,3189320
Q63953076,463493
Q63980863,14814106
Q64481957,4025707
Q64846902,15696746
Q64616768,18124102
Q64641391,7205066
Q64734809,15141641
Q64734833,22148170
Q64734833,9831979
Q64827036,6863139
Q34851,1362310
Q989,6473881
Q7999,1974542
Q75815490,7364747
Q83968038,6482135
Q91242718,6434584
Q99582786,6260504
Q104394642,334522
Q105817570,5752020
Q107126103,6441505
Q109037533,6922268
Q109631180,1154595
Q110444023,2072350
Q111787328,412139
Q113509862,1841724
Q113486829,638165
Q113558128,22476260
Q115898924,6482356
Q116622054,679665
Q117317070,1371993
Q117808847,6428668
Q543682,103190
Q928281,183160
Q1302653,369912
Q4962070,463227
Q4965289,230383
Q4801749,254004
Q182905,6582615
Q192331,3424683
Q240515,1943477
Q388964,106323
Q470116,481045
Q713478,479944
Q6524195,640957
Q7383006,734787
Q6662119,1066770
Q2664204,539649
Q3402530,681340
Q3784505,9876303
Q4648116,2765760
Q4662449,6997546
Q4749115,3405377
Q4749384,572102
Q6984054,7065145
Q7161467,3503339
Q7494144,118637
Q15053546,1085211
Q13128122,144925
Q16658496,1597873
Q20450480,6861423
Q28474381,355175
Q28791875,4522157
Q32860554,548590
Q47116730,155314
Q47129480,140467
Q47089500,236757
Q55625293,482388
Q57407308,7267756
Q59629096,2805925
Q64822000,18144391
Q64875927,2951127
Q65548778,4016763
Q65598551,5219374
Q65609837,7807884
Q65972760,16470038
Q66652716,5796286
Q66799684,19156156
Q67378793,7456185
Q15969,466176
Q52985,2802356
Q75795273,533101
Q89227015,1112029
Q19971558,838237
Q20455060,714530
Q21557404,3519912
Q23050230,690223
Q23782719,4569950
Q27044858,1005418
Q26973410,3045685
Q42511,880695
Q61722,876953
Q48559,3345886
Q8704,3510823
Q43416,3460897
Q43304799,1997268
Q47121825,1248545
Q47113593,394097
Q47129867,1020948
Q47516772,4409058
Q55685816,528175
Q56266844,4664265
Q56665695,1346015
Q56849881,2942481
Q56865780,2894586
Q58823953,3343001
Q67919480,7088277
Q70203977,19831270
Q79089382,931126
Q84991585,4911249
Q86454176,4465577
Q94496848,1659859
Q97204601,2759315
Q104872853,2806347
Q105235070,3250054
Q106554621,807034
Q106671923,1084573
Q108307574,1470838
Q108404951,1239688
Q108588093,3417218
Q108755641,4519557
Q109936220,826185
Q110091512,599222
Q110057522,4932493
Q112195489,3428941
Q112641150,995813
Q112731146,3045648
Q116547727,4350335
Q117789211,1401425
Q118593747,4355327
Q121820868,4512598
Q121842180,4452728
Q122961078,4713546
Q678778,396931
Q242329,3888197
Q4476129,822635
Q466782,121672
Q469678,648333
Q1287015,471230
Q1554755,1539230
Q2478602,2904172
Q3292371,1200006
Q3827806,498172
Q9152216,1399564
Q10969182,1439714
Q16091420,20749918
Q16267424,3060414
Q20466967,1538202
Q22811705,7745429
Q26877316,2010773
Q33113225,1244539
Q43269120,4024749
Q55089040,3197250
Q50328291,336569
Q55195099,14029483
Q55381444,15463569
Q55381513,7737213
Q55393331,17197311
Q55397010,16488815
Q55451426,5832920
Q55589769,2933334
Q55937302,1508024
Q55946820,988913
Q55949412,1608093
Q55957255,4966745
Q56084685,7992137
Q56087516,9858605
Q56196350,15388346
Q56209521,17718309
Q56289802,20244689
Q56226327,1546241
Q56230329,16658784
Q56239088,7176438
Q56239119,5303146
Q56501963,4861315
Q60821843,6985151
Q61310914,7068370
Q62112277,7043934
Q65962590,6578620
Q79088592,6373460
Q85111269,19941151
Q85985130,7389642
Q86459923,20318248
Q86833943,13583077
Q86852503,20094303
Q87188723,5553450
Q89284415,19106404
Q90134880,926236
Q99522711,6649548
Q100483606,6494295
Q101389653,6857721
Q105428522,6824861
Q107208122,6453205
Q110133508,6435410
Q110918386,7204597
Q110843942,6914411
Q112392066,5574704
Q116175587,5782604
Q113302429,5556834
Q117808747,6425751
Q124487011,6081658
Q5298329,103308
Q50000299,21088439
Q260046,202324
Q29314458,16497170
Q111730883,4676825
Q123172100,1308788
Q3219053,1154003
Q1079854,1198303
Q6186188,2917750
Q2805798,611831
Q202693,904719
Q217985,1145938
Q315015,310304
Q434376,125823
Q313693,195780
Q532958,560217
Q713270,838741
Q328212,4039811
Q361032,193138
Q467434,429885
Q1371711,3329662
Q671951,840293
Q2556602,520705
Q3085968,854901
Q3161091,231920
Q3158615,2930047
Q3848725,995964
Q3972361,1437090
Q5873542,980731
Q6212062,348635
Q6231539,183819
Q7340218,508807
Q47127864,308778
Q52157159,1672361
Q55937802,6047709
Q56529553,3849334
Q56824780,6589902
Q56883474,1373889
Q61014741,7279080
Q65966003,6896843
Q66821216,6935304
Q76021768,1441344
Q93975998,6591532
Q94140458,4948810
Q94639834,2350654
Q94706500,7849188
Q95806097,2904404
Q96010819,14784739
Q96482918,6970303
Q96694546,16437314
Q97261725,7450402
Q97402004,19531469
Q97442606,5225542
Q98000457,5755015
Q98124377,1575190
Q100716141,6249442
Q102727692,18148197
Q104403124,20987412
Q105067256,6539545
Q105093265,4984923
Q106830704,7277546
Q107433773,20775234
Q107364889,2836760
Q108743602,6444049
Q109911230,14851776
Q110640449,6606830
Q110742979,7174885
Q111360331,6611710
Q112115710,6474463
Q112132300,32330158
Q112135812,2865408
Q112511811,781412
Q114040630,1226221
Q115721208,6949645
Q117311872,6599564
Q117808775,7010588
Q117811036,7179847
Q121488430,311971
Q122573824,20782236
Q123747570,4079572
Q124094262,6907102
Q291025,1373880
Q269938,574925
Q229545,540916
Q275554,338354
Q181383,558864
Q298789,1149683
Q472147,1474165
Q386244,761995
Q525967,547406
Q742608,1586771
Q587873,2098850
Q640251,594178
Q643437,560047
Q962710,6485298
Q1261985,6878409
Q1347384,525379
Q1403600,1198802
Q1621326,799240
Q1629945,6420582
Q1663413,161074
Q2127706,2746815
Q2414893,375007
Q2273037,706139
Q2286675,364286
Q2558063,142270
Q3525034,1120535
Q216092,369822
Q250240,6729028
Q315003,1516687
Q3847880,567167
Q3950249,4063545
Q567143,4094437
Q3713719,6444166
Q4079184,1350277
Q4747274,321451
Q4720592,2973783
Q4962193,6472696
Q5217646,191925
Q5761498,3433420
Q6409607,20040892
Q7114239,6460820
Q7405262,470453
Q7631935,1663695
Q7646413,6535850
Q7926026,727619
Q8774916,806849
Q9369018,6457030
Q10346646,1340986
Q16298636,1343048
Q18026747,381930
Q18535657,1317740
Q6965493,746916
Q12712696,500757
Q15970683,5512591
Q16633040,904507
Q18164593,3370681
Q19357874,1437087
Q19664340,976887
Q20266669,468755
Q20606547,16510915
Q27468041,6994193
Q30138175,1229281
Q33126439,7068520
Q47112264,432767
Q62592907,535923
Q67804390,18474272
Q64691720,574761
Q64820029,322300
Q64734819,7238771
Q64354,450759
Q75727490,410127
Q98507737,2865592
Q93194005,3400076
Q94906868,4691931
Q106465351,546979
Q106865878,6522259
Q104814867,6862334
Q104130338,19705496
Q104214897,3006435
Q104246444,13544974
Q104501343,20706353
Q104623500,14998477
Q104775681,3449747
Q104814104,16549755
Q104886614,1690279
Q105085249,922149
Q105450926,8217068
Q105492287,4566459
Q105628682,14191901
Q105745902,7055056
Q105822995,7845720
Q105827187,4099639
Q105886475,18920158
Q105957013,18648704
Q105988314,13530863
Q107410536,1471444
Q108281717,788361
Q108305345,741914
Q108423724,16841058
Q108485938,18868298
Q108568159,4746628
Q108575817,6049504
Q108702218,18024919
Q108815380,21889474
Q108930303,18292275
Q109388531,8425826
Q109408860,3078455
Q109641627,16210891
Q109679404,8384279
Q109803018,8509660
Q110180686,18212809
Q110191948,13794930
Q110209638,23158820
Q110247071,21459592
Q110314643,17602028
Q110453962,502722
Q110548796,5725972
Q110628664,18946241
Q110654394,7032246
Q112409823,6859441
Q110866589,21624869
Q110929772,20873978
Q112405424,1424347
Q112582511,1388583
Q115332048,7770974
Q116244100,676624
Q119268907,5522723
Q206685,26082
Q605013,40141
Q1267435,287258
Q2745362,32587
Q3189140,7272990
Q7279267,3207795
Q52830491,1279028
Q48301,6191
Q55415,183684
Q1554606,555928
Q360663,6280282
Q381185,2948576
Q401531,1353051
Q434320,2760609
Q436394,661864
Q452761,397009
Q461391,3860468
Q462613,4209021
Q465465,7024713
Q465851,6949698
Q507381,537786
Q508218,20139172
Q508218,919024
Q509916,3433122
Q520688,865765
Q521707,955638
Q539776,4615161
Q546631,785354
Q556775,14174037
Q556775,17127214
Q563481,832040
Q606389,2450573
Q609317,3020048
Q623737,2804981
Q690871,333306
Q721746,14096189
Q766584,17374301
Q775386,17113212
Q775386,21581375
Q854737,5622845
Q1385145,585840
Q1491167,1268321
Q1731407,1797624
Q2307880,830951
Q2569799,495205
Q3309133,956263
Q3406160,270877
Q6779572,158555
Q7350080,636635
Q7809572,1433911
Q7920879,724928
Q11768981,832238
Q12964168,775986
Q27230339,1094681
Q41946741,694066
Q42307278,1278320
Q43570710,6434877
Q57416067,1646138
Q2908,1020792
Q96187244,224668
Q104692805,1307032
Q111963485,1182865
Q115475042,3160009
Q117317008,663725
Q117464973,443067
Q123159523,344088
Q123466781,1818224
Q105876,85726
Q274681,142174
Q1811909,936760
Q406583,3457891
Q7648517,147065
Q5110823,163031
Q56706588,17760865
Q107671401,383786
Q119268903,239512
Q210898,145416
Q365697,3053453
Q533115,268816
Q737016,2872068
Q964228,393047
Q1255930,520837
Q1736699,958708
Q4119364,3047053
Q5045392,485441
Q5222006,2733909
Q7358633,676681
Q7376943,16606240
Q11441960,20062329
Q12250095,14494229
Q18535445,5444403
Q23795641,1138028
Q16905353,3048714
Q17053955,3007711
Q17194706,18433929
Q47112520,121027
Q47067306,22458010
Q46996610,4020287
Q55996339,3993823
Q60022318,5847762
Q64640915,18123785
Q77534949,743223
Q82779815,7705342
Q82792491,15976956
Q83023854,19787573
Q83026707,6887360
Q83369687,16660089
Q84303144,14185667
Q87941776,19250358
Q87830038,19941363
Q91776499,3201510
Q95208653,707275
Q99990760,7784783
Q103908806,14857775
Q105232887,3049126
Q114053954,2096619
Q107550400,186744
Q112569691,834315
Q110338863,7244438
Q111496027,22082466
Q113044314,721141
Q112132114,21395021
Q119582981,108921
Q112563709,20144780
Q112620637,22055825
Q115553079,13541442
Q113396384,21674631
Q115123106,21005777
Q116856299,6471258
Q123197614,521230
Q116259535,20295773
Q114982013,7496511
Q117321950,16430350
Q123457554,21692715
Q168550,931010
Q2790028,4539614
Q21556727,3448668
Q20458225,1438381
Q28839723,685086
Q66266414,5185774
Q94112393,334931
Q110936488,17785966
Q123271030,646787
Q123975479,1560450
Q118760,1478232
Q168705,362797
Q241909,586403
Q440612,283392
Q546461,295364
Q534455,1429808
Q793075,5454905
Q1318953,491233
Q1650875,862253
Q1701769,114371
Q1732732,1063964
Q1689994,3292358
Q1688127,150334
Q2392650,1449167
Q2919423,326556
Q2965534,824199
Q3089661,244616
Q3123783,502768
Q3405264,2578432
Q3701875,4644178
Q3735576,868032
Q4355979,3481900
Q5512131,1335237
Q6139769,3493524
Q10899711,1343525
Q10065349,4595875
Q18608456,288461
Q20560998,297012
Q30121936,945430
Q43369890,410782
Q55868027,4145885
Q64875535,317513
Q20733,525922
Q99588704,3446806
Q106835713,18940334
Q106923294,8571114
Q107064033,8084888
Q107117833,13718620
Q107170349,3016668
Q107208636,20370459
Q107315779,6570617
Q107349517,644446
Q107356587,18965991
Q107396098,7672708
Q107463464,22614505
Q107471603,7823954
Q108002677,977776
Q108131277,5021072
Q114820449,801830
Q123699593,1245572
Q214158,761102
Q5077653,520296
Q3844245,1430230
Q6393868,651828
Q11411152,1350172
Q19903914,1337488
Q26702602,7800744
Q84847739,556417
Q101230909,18130854
Q105778333,627383
Q104887774,4152737
Q106346748,4485447
Q114603372,528754
Q113679826,20982301
Q123480599,5438371
Q274667,271311
Q327222,28712
Q1368808,369476
Q122020,401053
Q3119422,1090443
Q5271542,178072
Q5372750,1731462
Q70215,138340
Q114611,774226
Q234030,989968
Q551383,1270036
Q544902,838951
Q547261,643352
Q1489407,1068458
Q1713457,4647941
Q1743290,4605488
Q1773143,720264
Q1801606,1275888
Q1825698,3199261
Q1898786,14805857
Q1914060,6592485
Q1999452,9544706
Q2025879,9832619
Q2034576,16750653
Q2056806,1282173
Q2062204,1339067
Q2066520,4418206
Q2129222,6560477
Q2935029,4744461
Q2862030,1423175
Q3218927,13439596
Q3701886,609269
Q3898050,264606
Q4179607,6474890
Q5111013,1001678
Q6132544,495838
Q6312529,1728518
Q7114631,480932
Q7324906,1039263
Q7360748,807032
Q7435440,680990
Q7440156,1005163
Q10264445,2749399
Q12370068,5234108
Q12398589,765571
Q16491757,5620443
Q18355169,1184953
Q47115725,1499302
Q67197544,7813232
Q62742,573667
Q37327,1433597
Q99742085,817793
Q97928362,4394766
Q104777266,8761302
Q107567731,4254232
Q108319499,20652067
Q121640143,1552202
Q91181,796751
Q231948,5168929
Q224977,6579300
Q374693,7145972
Q477210,7179180
Q682436,5317946
Q1626025,6485158
Q2027528,6453474
Q2872024,6522316
Q3018281,5069131
Q3336631,425108
Q95243,644208
Q77777,705252
Q77319,877513
Q101871,533065
Q332484,542421
Q274763,1211937
Q275955,1353301
Q434086,5283750
Q960491,486867
Q974029,5180122
Q1286480,371712
Q1699168,412638
Q1708940,1936608
Q1709131,1711916
Q1797889,848412
Q1825879,302083
Q2086431,199626
Q2152585,6476526
Q2368984,6886129
Q2427335,15246431
Q2451952,19151114
Q2476114,1169826
Q2579630,3344613
Q2638044,1458337
Q2738124,975498
Q2762564,2743905
Q2906170,872843
Q3123838,293174
Q3106389,718542
Q3141607,3369172
Q3144832,1902198
Q3154915,2887517
Q3155062,7204369
Q3298851,1425989
Q3179562,3354266
Q3185104,608188
Q3187395,6535186
Q3173644,2751829
Q3328074,1073592
Q3288419,5456481
Q4492815,596428
Q4727534,891354
Q6178067,6967361
Q6323191,543604
Q8962216,1112305
Q11005096,745020
Q11892501,1429289
Q12223019,1296685
Q14435238,763830
Q15442223,395318
Q16163345,1475800
Q16491078,1093803
Q17992113,5183244
Q18763732,459726
Q23816413,8583937
Q27805294,796587
Q28923694,2747801
Q29465628,1356735
Q29975543,620600
Q47112646,839000
Q55782530,563461
Q55838603,3255506
Q56045851,1024272
Q61771325,16716903
Q62268693,4341404
Q64021646,1804668
Q66982204,934408
Q5685,5031025
Q33977,696805
Q42831,410680
Q43347,875661
Q79087568,6886129
Q89694210,727043
Q93224183,451691
Q94618677,513958
Q100294301,1464788
Q107082582,1929548
Q107351698,7008474
Q107349427,597199
Q108411106,303141
Q110686934,624573
Q110637843,361862
Q111155152,275855
Q112114583,1280464
Q117304828,927045
Q3615720,1054200
Q87816081,5341170
Q99480575,5338446
Q106164510,3081786
Q1372857,10301
Q831152,6085145
Q5043045,4091239
Q9593926,2038124
Q66828754,5143796
Q92104379,7073957
Q95275676,2403524
Q104836255,670974
Q75237,2129178
Q278801,963811
Q367319,1660096
Q467295,628636
Q214642,296961
Q531918,2881262
Q1176049,538882
Q1309970,631633
Q1780591,1020963
Q1802190,2012684
Q1544916,434943
Q2232349,7798600
Q2365691,724063
Q2097468,2122014
Q3086462,1917411
Q3635649,9808439
Q3721770,8057211
Q3724689,14715368
Q3724689,15045366
Q3724689,16101120
Q3724689,16783009
Q3724689,16847172
Q3724689,18516236
Q3724689,20155511
Q3724689,20910861
Q3724689,7192022
Q3751236,1646336
Q3751161,7752448
Q3847374,2285227
Q3838630,2593697
Q3846445,4471614
Q3852516,1949643
Q3874411,6578706
Q3893628,5392971
Q3894370,6543548
Q3916285,5048862
Q3934389,5340056
Q3499064,3144442
Q3972541,4756920
Q4196015,5223431
Q4221522,4798562
Q3973404,2644798
Q4020069,1254084
Q4346087,2976520
Q4394208,5188877
Q4409097,4877125
Q4275636,429181
Q4665957,7349122
Q4679075,757494
Q4719313,786081
Q4758259,746724
Q4767283,903886
Q4773071,1366638
Q5409677,13851472
Q5235975,1732746
Q6376412,342135
Q6142265,5383218
Q6284274,1268595
Q6317770,1046491
Q6389859,903179
Q6390528,4370118
Q6405331,2987125
Q6405025,2114282
Q6514888,778255
Q6829135,15809931
Q6957739,3045585
Q7026367,17971569
Q7420831,1004855
Q7114583,3174669
Q7128904,1356759
Q7282471,15253742
Q7288945,14592984
Q7325663,1907802
Q7328202,6173710
Q7365090,3512996
Q7384006,3119275
Q7498978,15864647
Q7519777,3158574
Q7615643,2996643
Q7635626,931663
Q7823400,760453
Q11861629,2011630
Q11917592,465772
Q13125469,673868
Q15450080,495198
Q15999384,972909
Q17626710,683130
Q18535543,794492
Q45025266,7203218
Q47118272,1219517
Q33476,575295
Q7176,4273240
Q79089527,1276082
Q79086399,1226244
Q97958871,734966
Q108565661,4831325
Q108594129,8552681
Q112972227,275010
Q123013366,1062322
Q123382684,682909
Q951710,65904
Q1518977,2977374
Q297759,1180761
Q152352,547328
Q334965,5449971
Q322389,556469
Q441494,562717
Q5560505,4501713
Q1277231,518324
Q1379433,619234
Q16875333,158033
Q17067170,4637539
Q24663101,702360
Q47118872,959154
Q48803616,4517163
Q45759744,844867
Q67206329,2943753
Q539,655290
Q4506,16987912
Q6701,2938140
Q49082,5352704
Q18445,2792055
Q20731,1823167
Q22539,19150646
Q34474,19771050
Q42544,3063220
Q43459,6584435
Q43872,2958018
Q55767,410653
Q57242,758844
Q59896,4725841
Q99383441,215212
Q107393923,21139664
Q109750892,16630865
Q109350513,6537008
Q109380214,1028907
Q112514180,2857827
Q113307030,8522274
Q113633714,18607944
Q113650152,5398028
Q113678404,18718031
Q113740623,16107412
Q113989635,4068482
Q114008847,17684819
Q114306529,18483816
Q114729346,22032488
Q114903569,5494129
Q115182554,7263878
Q115189626,21750920
Q115349634,5857039
Q115449432,15661603
Q116196486,8803292
Q116455972,15896125
Q116485857,22251570
Q118725143,5358137
Q124567353,4471847
Q124759247,22145354
Q3571283,5141743
Q3595294,7112056
Q3677349,5122566
Q3675810,6544809
Q3741524,6451371
Q3852528,5030288
Q5623887,3047367
Q278510,5217055
Q278872,619104
Q348180,723205
Q630446,1406384
Q617645,799187
Q597248,228896
Q1080954,398876
Q1331624,417274
Q7101546,6579833
Q1927300,775360
Q9146597,21252636
Q3356962,6542585
Q3382951,4150412
Q3387270,4791003
Q3395811,774093
Q3090379,1287107
Q3476794,2860219
Q3484635,1771712
Q3573471,3486114
Q3398606,1172459
Q3609867,4168903
Q3615642,4461584
Q3666432,717781
Q3667468,6344731
Q3678154,1767260
Q4723390,1067038
Q4946979,5616104
Q4971603,2885551
Q5528818,4119868
Q5267942,2947978
Q5668890,1860100
Q6765641,4684322
Q6456551,1802339
Q6862109,4087831
Q7285927,311741
Q7822887,14739415
Q7689865,1077166
Q7967673,6441648
Q9009233,5624247
Q9051944,5293958
Q11187792,14240514
Q11227153,1059191
Q13563026,378209
Q15103551,4090169
Q15435114,1221155
Q15487706,2738858
Q15208074,7280657
Q15638585,8510001
Q15686322,4130825
Q15696497,2459779
Q15725664,5703259
Q15912467,7850715
Q15951105,7268208
Q16171296,2972699
Q16080360,17618170
Q16196052,9007090
Q16211007,16392619
